STAGE_NUMBER,STARTING_AT_KM,NAME,INITIAL_ALTITUDE,DISTANCE,AVERAGE_SLOPE,CATEGORY
1169,132.5,Col d'Izoard - Souvenir Henri Desgrange,2360,19,6,H
1169,177,Montée de Risoul,1855,12.6,6.9,1
1171,25,Côte de Fanjeaux,0,2.4,4.9,4
1171,71.5,Côte de Pamiers,0,2.5,5.4,4
1171,155,Col de Portet-d'Aspet,1069,5.4,6.9,2
1171,176.5,Col des Ares,0,6,5.2,3
1171,216,Port de Balès,1755,11.7,7.7,H
1172,57.5,Col du Portillon,1292,8.3,7.1,1
1172,82,Col de Peyresourde,1569,13.2,7,1
1172,102.5,Col de Val Louron-Azet,1580,7.4,8.3,1
1172,124.5,Montée de Saint-Lary Pla d'Adet,1680,10.2,8.3,H
1173,28,Côte de Bénéjacq,0,2.6,6.7,3
1173,56,Côte de Loucrup,0,2,7,3
1173,95.5,Col du Tourmalet - Souvenir Jacques Goddet,2115,17.1,7.3,H
1173,145.5,Montée du Hautacam,1520,13.6,7.8,H
1174,195.5,Côte de Monbazillac,0,1.3,7.6,4
1176,31,Côte de Briis-sous-Forges,0,0,0,4
1177,68,Côte de Cray,0,1.6,7.1,4
1177,103.5,Côte de Buttertubs,0,4.5,6.8,3
1177,129.5,Côte de Griton Moor,0,3,6.6,3
1178,47,Côte de Blubberhouses,0,1.8,6.1,4
1178,85,Côte d'Oxenhope Moor,0,3.1,6.4,3
1178,112.5,VC Côte de Ripponden,0,1.3,8.6,3
1178,119.5,Côte de Greetland,0,1.6,6.7,3
1178,143.5,Côte de Holme Moss,0,4.7,7,2
1178,167,Côte de Midhopestones,0,2.5,6.1,3
1178,175,Côte de Bradfield,0,1,7.4,4
1178,182,Côte d'Oughtibridge,0,1.5,9.1,3
1178,196,VC Côte de Jenkin Road,0,0.8,10.8,4
1180,34,Côte de Campagnette,0,1,6.5,4
1180,117.5,Mont Noir,0,1.3,5.7,4
1182,107.5,Côte de Coucy-le-Château-Auffrique,0,0.9,6.2,4
1182,157,Côte de Roucy,0,1.5,6.2,4
1183,217.5,Côte de Maron,0,3.2,5,4
1183,229,Côte de Boufflers,0,1.3,7.9,4
1184,142,Col de la Croix des Moinats,891,7.6,6,2
1184,150,Col de Grosse Pierre,901,3,7.5,2
1184,161,Côte de La Mauselaine,0,1.8,10.3,3
1185,11.5,Col de la Schlucht,1140,8.6,4.5,2
1185,41,Col du Wettstein,0,7.7,4.1,3
1185,70,Côte des Cinq Châteaux,0,4.5,6.1,3
1185,86,Côte de Gueberschwihr,559,4.1,7.9,2
1185,120,Le Markstein,1183,10.8,5.4,1
1185,127,Grand Ballon,0,1.4,8.6,3
1186,30.5,Col du Firstplan,722,8.3,5.4,2
1186,54.5,Petit Ballon,1163,9.3,8.1,1
1186,71.5,Col du Platzerwasel,1193,7.1,8.4,1
1186,103.5,Col d'Oderen,884,6.7,6.1,2
1186,125.5,Col des Croix,0,3.2,6.2,3
1186,143.5,Col des Chevrères,914,3.5,9.5,1
1186,161.5,La Planche des Belles Filles,1035,5.9,8.5,1
1187,141,Côte de Rogna,0,7.6,4.9,3
1187,148.5,Côte de Choux,0,1.7,6.5,3
1187,152.5,Côte de Désertin,0,3.1,5.2,4
1187,168,Côte d'Échallon,0,3,6.6,3
1188,58.5,Col de Brouilly,0,1.7,5.1,4
1188,83,Côte du Saule-d'Oingt,0,3.8,4.5,3
1188,138,Col des Brosses,0,15.3,3.3,3
1188,164,Côte de Grammond,0,9.8,2.9,4
1189,24,Col de la Croix de Montvieux,0,8,4.1,3
1189,152,Col de Palaquit (D57-D512),1154,14.1,6.1,1
1189,197.5,Montée de Chamrousse,1730,18.2,7.3,H
1190,82,Col du Lautaret,2058,34,3.9,1
1190,132.5,Col d'Izoard - Souvenir Henri Desgrange,2360,19,6,H
1190,177,Montée de Risoul,1855,12.6,6.9,1
1192,25,Côte de Fanjeaux,0,2.4,4.9,4
1192,71.5,Côte de Pamiers,0,2.5,5.4,4
1192,155,Col de Portet-d'Aspet,1069,5.4,6.9,2
1192,176.5,Col des Ares,0,6,5.2,3
1192,216,Port de Balès,1755,11.7,7.7,H
1193,57.5,Col du Portillon,1292,8.3,7.1,1
1193,82,Col de Peyresourde,1569,13.2,7,1
1193,102.5,Col de Val Louron-Azet,1580,7.4,8.3,1
1193,124.5,Montée de Saint-Lary Pla d'Adet,1680,10.2,8.3,H
1194,28,Côte de Bénéjacq,0,2.6,6.7,3
1194,56,Côte de Loucrup,0,2,7,3
1194,95.5,Col du Tourmalet - Souvenir Jacques Goddet,2115,17.1,7.3,H
1194,145.5,Montée du Hautacam,1520,13.6,7.8,H
1195,195.5,Côte de Monbazillac,0,1.3,7.6,4
1197,31,Côte de Briis-sous-Forges,0,0,0,4
1198,68,Côte de Cray,0,1.6,7.1,4
1198,103.5,Côte de Buttertubs,0,4.5,6.8,3
1198,129.5,Côte de Griton Moor,0,3,6.6,3
1199,47,Côte de Blubberhouses,0,1.8,6.1,4
1199,85,Côte d'Oxenhope Moor,0,3.1,6.4,3
1199,112.5,VC Côte de Ripponden,0,1.3,8.6,3
1199,119.5,Côte de Greetland,0,1.6,6.7,3
1199,143.5,Côte de Holme Moss,0,4.7,7,2
1199,167,Côte de Midhopestones,0,2.5,6.1,3
1199,175,Côte de Bradfield,0,1,7.4,4
1199,182,Côte d'Oughtibridge,0,1.5,9.1,3
1199,196,VC Côte de Jenkin Road,0,0.8,10.8,4
1201,34,Côte de Campagnette,0,1,6.5,4
1201,117.5,Mont Noir,0,1.3,5.7,4
1203,107.5,Côte de Coucy-le-Château-Auffrique,0,0.9,6.2,4
1203,157,Côte de Roucy,0,1.5,6.2,4
1204,217.5,Côte de Maron,0,3.2,5,4
1204,229,Côte de Boufflers,0,1.3,7.9,4
1205,142,Col de la Croix des Moinats,891,7.6,6,2
1205,150,Col de Grosse Pierre,901,3,7.5,2
1205,161,Côte de La Mauselaine,0,1.8,10.3,3
1206,11.5,Col de la Schlucht,1140,8.6,4.5,2
1206,41,Col du Wettstein,0,7.7,4.1,3
1206,70,Côte des Cinq Châteaux,0,4.5,6.1,3
1206,86,Côte de Gueberschwihr,559,4.1,7.9,2
1206,120,Le Markstein,1183,10.8,5.4,1
1206,127,Grand Ballon,0,1.4,8.6,3
1207,30.5,Col du Firstplan,722,8.3,5.4,2
1207,54.5,Petit Ballon,1163,9.3,8.1,1
1207,71.5,Col du Platzerwasel,1193,7.1,8.4,1
1207,103.5,Col d'Oderen,884,6.7,6.1,2
1207,125.5,Col des Croix,0,3.2,6.2,3
1207,143.5,Col des Chevrères,914,3.5,9.5,1
1207,161.5,La Planche des Belles Filles,1035,5.9,8.5,1
1208,141,Côte de Rogna,0,7.6,4.9,3
1208,148.5,Côte de Choux,0,1.7,6.5,3
1208,152.5,Côte de Désertin,0,3.1,5.2,4
1208,168,Côte d'Échallon,0,3,6.6,3
1209,58.5,Col de Brouilly,0,1.7,5.1,4
1209,83,Côte du Saule-d'Oingt,0,3.8,4.5,3
1209,138,Col des Brosses,0,15.3,3.3,3
1209,164,Côte de Grammond,0,9.8,2.9,4
1210,24,Col de la Croix de Montvieux,0,8,4.1,3
1210,152,Col de Palaquit (D57-D512),1154,14.1,6.1,1
1210,197.5,Montée de Chamrousse,1730,18.2,7.3,H
1211,82,Col du Lautaret,2058,34,3.9,1
1211,132.5,Col d'Izoard - Souvenir Henri Desgrange,2360,19,6,H
1211,177,Montée de Risoul,1855,12.6,6.9,1
1213,25,Côte de Fanjeaux,0,2.4,4.9,4
1213,71.5,Côte de Pamiers,0,2.5,5.4,4
1213,155,Col de Portet-d'Aspet,1069,5.4,6.9,2
1213,176.5,Col des Ares,0,6,5.2,3
1213,216,Port de Balès,1755,11.7,7.7,H
1214,57.5,Col du Portillon,1292,8.3,7.1,1
1214,82,Col de Peyresourde,1569,13.2,7,1
1214,102.5,Col de Val Louron-Azet,1580,7.4,8.3,1
1214,124.5,Montée de Saint-Lary Pla d'Adet,1680,10.2,8.3,H
1215,28,Côte de Bénéjacq,0,2.6,6.7,3
1215,56,Côte de Loucrup,0,2,7,3
1215,95.5,Col du Tourmalet - Souvenir Jacques Goddet,2115,17.1,7.3,H
1215,145.5,Montée du Hautacam,1520,13.6,7.8,H
1216,195.5,Côte de Monbazillac,0,1.3,7.6,4
1218,31,Côte de Briis-sous-Forges,0,0,0,4
1219,68,Côte de Cray,0,1.6,7.1,4
1219,103.5,Côte de Buttertubs,0,4.5,6.8,3
1219,129.5,Côte de Griton Moor,0,3,6.6,3
1220,47,Côte de Blubberhouses,0,1.8,6.1,4
1220,85,Côte d'Oxenhope Moor,0,3.1,6.4,3
1220,112.5,VC Côte de Ripponden,0,1.3,8.6,3
1220,119.5,Côte de Greetland,0,1.6,6.7,3
1220,143.5,Côte de Holme Moss,0,4.7,7,2
1220,167,Côte de Midhopestones,0,2.5,6.1,3
1220,175,Côte de Bradfield,0,1,7.4,4
1220,182,Côte d'Oughtibridge,0,1.5,9.1,3
1220,196,VC Côte de Jenkin Road,0,0.8,10.8,4
1222,34,Côte de Campagnette,0,1,6.5,4
1222,117.5,Mont Noir,0,1.3,5.7,4
1224,107.5,Côte de Coucy-le-Château-Auffrique,0,0.9,6.2,4
1224,157,Côte de Roucy,0,1.5,6.2,4
1225,217.5,Côte de Maron,0,3.2,5,4
1225,229,Côte de Boufflers,0,1.3,7.9,4
1226,142,Col de la Croix des Moinats,891,7.6,6,2
1226,150,Col de Grosse Pierre,901,3,7.5,2
1226,161,Côte de La Mauselaine,0,1.8,10.3,3
1227,11.5,Col de la Schlucht,1140,8.6,4.5,2
1227,41,Col du Wettstein,0,7.7,4.1,3
1227,70,Côte des Cinq Châteaux,0,4.5,6.1,3
1227,86,Côte de Gueberschwihr,559,4.1,7.9,2
1227,120,Le Markstein,1183,10.8,5.4,1
1227,127,Grand Ballon,0,1.4,8.6,3
1228,30.5,Col du Firstplan,722,8.3,5.4,2
1228,54.5,Petit Ballon,1163,9.3,8.1,1
1228,71.5,Col du Platzerwasel,1193,7.1,8.4,1
1228,103.5,Col d'Oderen,884,6.7,6.1,2
1228,125.5,Col des Croix,0,3.2,6.2,3
1228,143.5,Col des Chevrères,914,3.5,9.5,1
1228,161.5,La Planche des Belles Filles,1035,5.9,8.5,1
1229,141,Côte de Rogna,0,7.6,4.9,3
1229,148.5,Côte de Choux,0,1.7,6.5,3
1229,152.5,Côte de Désertin,0,3.1,5.2,4
1229,168,Côte d'Échallon,0,3,6.6,3
1230,58.5,Col de Brouilly,0,1.7,5.1,4
1230,83,Côte du Saule-d'Oingt,0,3.8,4.5,3
1230,138,Col des Brosses,0,15.3,3.3,3
1230,164,Côte de Grammond,0,9.8,2.9,4
1231,24,Col de la Croix de Montvieux,0,8,4.1,3
1231,152,Col de Palaquit (D57-D512),1154,14.1,6.1,1
1231,197.5,Montée de Chamrousse,1730,18.2,7.3,H
1232,82,Col du Lautaret,2058,34,3.9,1
1232,132.5,Col d'Izoard - Souvenir Henri Desgrange,2360,19,6,H
1232,177,Montée de Risoul,1855,12.6,6.9,1
1234,25,Côte de Fanjeaux,0,2.4,4.9,4
1234,71.5,Côte de Pamiers,0,2.5,5.4,4
1234,155,Col de Portet-d'Aspet,1069,5.4,6.9,2
1234,176.5,Col des Ares,0,6,5.2,3
1234,216,Port de Balès,1755,11.7,7.7,H
1235,57.5,Col du Portillon,1292,8.3,7.1,1
1235,82,Col de Peyresourde,1569,13.2,7,1
1235,102.5,Col de Val Louron-Azet,1580,7.4,8.3,1
1235,124.5,Montée de Saint-Lary Pla d'Adet,1680,10.2,8.3,H
1236,28,Côte de Bénéjacq,0,2.6,6.7,3
1236,56,Côte de Loucrup,0,2,7,3
1236,95.5,Col du Tourmalet - Souvenir Jacques Goddet,2115,17.1,7.3,H
1236,145.5,Montée du Hautacam,1520,13.6,7.8,H
1237,195.5,Côte de Monbazillac,0,1.3,7.6,4
1239,31,Côte de Briis-sous-Forges,0,0,0,4
1240,68,Côte de Cray,0,1.6,7.1,4
1240,103.5,Côte de Buttertubs,0,4.5,6.8,3
1240,129.5,Côte de Griton Moor,0,3,6.6,3
1241,47,Côte de Blubberhouses,0,1.8,6.1,4
1241,85,Côte d'Oxenhope Moor,0,3.1,6.4,3
1241,112.5,VC Côte de Ripponden,0,1.3,8.6,3
1241,119.5,Côte de Greetland,0,1.6,6.7,3
1241,143.5,Côte de Holme Moss,0,4.7,7,2
1241,167,Côte de Midhopestones,0,2.5,6.1,3
1241,175,Côte de Bradfield,0,1,7.4,4
1241,182,Côte d'Oughtibridge,0,1.5,9.1,3
1241,196,VC Côte de Jenkin Road,0,0.8,10.8,4
1243,34,Côte de Campagnette,0,1,6.5,4
1243,117.5,Mont Noir,0,1.3,5.7,4
1245,107.5,Côte de Coucy-le-Château-Auffrique,0,0.9,6.2,4
1245,157,Côte de Roucy,0,1.5,6.2,4
1246,217.5,Côte de Maron,0,3.2,5,4
1246,229,Côte de Boufflers,0,1.3,7.9,4
1247,142,Col de la Croix des Moinats,891,7.6,6,2
1247,150,Col de Grosse Pierre,901,3,7.5,2
1247,161,Côte de La Mauselaine,0,1.8,10.3,3
1248,11.5,Col de la Schlucht,1140,8.6,4.5,2
1248,41,Col du Wettstein,0,7.7,4.1,3
1248,70,Côte des Cinq Châteaux,0,4.5,6.1,3
1248,86,Côte de Gueberschwihr,559,4.1,7.9,2
1248,120,Le Markstein,1183,10.8,5.4,1
1248,127,Grand Ballon,0,1.4,8.6,3
1249,30.5,Col du Firstplan,722,8.3,5.4,2
1249,54.5,Petit Ballon,1163,9.3,8.1,1
1249,71.5,Col du Platzerwasel,1193,7.1,8.4,1
1249,103.5,Col d'Oderen,884,6.7,6.1,2
1249,125.5,Col des Croix,0,3.2,6.2,3
1249,143.5,Col des Chevrères,914,3.5,9.5,1
1249,161.5,La Planche des Belles Filles,1035,5.9,8.5,1
1250,141,Côte de Rogna,0,7.6,4.9,3
1250,148.5,Côte de Choux,0,1.7,6.5,3
1250,152.5,Côte de Désertin,0,3.1,5.2,4
1250,168,Côte d'Échallon,0,3,6.6,3
1251,58.5,Col de Brouilly,0,1.7,5.1,4
1251,83,Côte du Saule-d'Oingt,0,3.8,4.5,3
1251,138,Col des Brosses,0,15.3,3.3,3
1251,164,Côte de Grammond,0,9.8,2.9,4
1252,24,Col de la Croix de Montvieux,0,8,4.1,3
1252,152,Col de Palaquit (D57-D512),1154,14.1,6.1,1
1252,197.5,Montée de Chamrousse,1730,18.2,7.3,H
1253,82,Col du Lautaret,2058,34,3.9,1
1253,132.5,Col d'Izoard - Souvenir Henri Desgrange,2360,19,6,H
1253,177,Montée de Risoul,1855,12.6,6.9,1
1255,25,Côte de Fanjeaux,0,2.4,4.9,4
1255,71.5,Côte de Pamiers,0,2.5,5.4,4
1255,155,Col de Portet-d'Aspet,1069,5.4,6.9,2
1255,176.5,Col des Ares,0,6,5.2,3
1255,216,Port de Balès,1755,11.7,7.7,H
1256,57.5,Col du Portillon,1292,8.3,7.1,1
1256,82,Col de Peyresourde,1569,13.2,7,1
1256,102.5,Col de Val Louron-Azet,1580,7.4,8.3,1
1256,124.5,Montée de Saint-Lary Pla d'Adet,1680,10.2,8.3,H
1257,28,Côte de Bénéjacq,0,2.6,6.7,3
1257,56,Côte de Loucrup,0,2,7,3
1257,95.5,Col du Tourmalet - Souvenir Jacques Goddet,2115,17.1,7.3,H
1257,145.5,Montée du Hautacam,1520,13.6,7.8,H
1258,195.5,Côte de Monbazillac,0,1.3,7.6,4
1260,31,Côte de Briis-sous-Forges,0,0,0,4
1261,68,Côte de Cray,0,1.6,7.1,4
1261,103.5,Côte de Buttertubs,0,4.5,6.8,3
1261,129.5,Côte de Griton Moor,0,3,6.6,3
1262,47,Côte de Blubberhouses,0,1.8,6.1,4
1262,85,Côte d'Oxenhope Moor,0,3.1,6.4,3
1262,112.5,VC Côte de Ripponden,0,1.3,8.6,3
1262,119.5,Côte de Greetland,0,1.6,6.7,3
1262,143.5,Côte de Holme Moss,0,4.7,7,2
1262,167,Côte de Midhopestones,0,2.5,6.1,3
1262,175,Côte de Bradfield,0,1,7.4,4
1262,182,Côte d'Oughtibridge,0,1.5,9.1,3
1262,196,VC Côte de Jenkin Road,0,0.8,10.8,4
1264,34,Côte de Campagnette,0,1,6.5,4
1264,117.5,Mont Noir,0,1.3,5.7,4
1266,107.5,Côte de Coucy-le-Château-Auffrique,0,0.9,6.2,4
1266,157,Côte de Roucy,0,1.5,6.2,4
1267,217.5,Côte de Maron,0,3.2,5,4
1267,229,Côte de Boufflers,0,1.3,7.9,4
1268,142,Col de la Croix des Moinats,891,7.6,6,2
1268,150,Col de Grosse Pierre,901,3,7.5,2
1268,161,Côte de La Mauselaine,0,1.8,10.3,3
1269,11.5,Col de la Schlucht,1140,8.6,4.5,2
1269,41,Col du Wettstein,0,7.7,4.1,3
1269,70,Côte des Cinq Châteaux,0,4.5,6.1,3
1269,86,Côte de Gueberschwihr,559,4.1,7.9,2
1269,120,Le Markstein,1183,10.8,5.4,1
1269,127,Grand Ballon,0,1.4,8.6,3
1270,30.5,Col du Firstplan,722,8.3,5.4,2
1270,54.5,Petit Ballon,1163,9.3,8.1,1
1270,71.5,Col du Platzerwasel,1193,7.1,8.4,1
1270,103.5,Col d'Oderen,884,6.7,6.1,2
1270,125.5,Col des Croix,0,3.2,6.2,3
1270,143.5,Col des Chevrères,914,3.5,9.5,1
1270,161.5,La Planche des Belles Filles,1035,5.9,8.5,1
1271,141,Côte de Rogna,0,7.6,4.9,3
1271,148.5,Côte de Choux,0,1.7,6.5,3
1271,152.5,Côte de Désertin,0,3.1,5.2,4
1271,168,Côte d'Échallon,0,3,6.6,3
1272,58.5,Col de Brouilly,0,1.7,5.1,4
1272,83,Côte du Saule-d'Oingt,0,3.8,4.5,3
1272,138,Col des Brosses,0,15.3,3.3,3
1272,164,Côte de Grammond,0,9.8,2.9,4
1273,24,Col de la Croix de Montvieux,0,8,4.1,3
1273,152,Col de Palaquit (D57-D512),1154,14.1,6.1,1
1273,197.5,Montée de Chamrousse,1730,18.2,7.3,H
1274,82,Col du Lautaret,2058,34,3.9,1
1274,132.5,Col d'Izoard - Souvenir Henri Desgrange,2360,19,6,H
1274,177,Montée de Risoul,1855,12.6,6.9,1
1276,25,Côte de Fanjeaux,0,2.4,4.9,4
1276,71.5,Côte de Pamiers,0,2.5,5.4,4
1276,155,Col de Portet-d'Aspet,1069,5.4,6.9,2
1276,176.5,Col des Ares,0,6,5.2,3
1276,216,Port de Balès,1755,11.7,7.7,H
1277,57.5,Col du Portillon,1292,8.3,7.1,1
1277,82,Col de Peyresourde,1569,13.2,7,1
1277,102.5,Col de Val Louron-Azet,1580,7.4,8.3,1
1277,124.5,Montée de Saint-Lary Pla d'Adet,1680,10.2,8.3,H
1278,28,Côte de Bénéjacq,0,2.6,6.7,3
1278,56,Côte de Loucrup,0,2,7,3
1278,95.5,Col du Tourmalet - Souvenir Jacques Goddet,2115,17.1,7.3,H
1278,145.5,Montée du Hautacam,1520,13.6,7.8,H
1279,195.5,Côte de Monbazillac,0,1.3,7.6,4
1281,31,Côte de Briis-sous-Forges,0,0,0,4
1282,68,Côte de Cray,0,1.6,7.1,4
1282,103.5,Côte de Buttertubs,0,4.5,6.8,3
1282,129.5,Côte de Griton Moor,0,3,6.6,3
1283,47,Côte de Blubberhouses,0,1.8,6.1,4
1283,85,Côte d'Oxenhope Moor,0,3.1,6.4,3
1283,112.5,VC Côte de Ripponden,0,1.3,8.6,3
1283,119.5,Côte de Greetland,0,1.6,6.7,3
1283,143.5,Côte de Holme Moss,0,4.7,7,2
1283,167,Côte de Midhopestones,0,2.5,6.1,3
1283,175,Côte de Bradfield,0,1,7.4,4
1283,182,Côte d'Oughtibridge,0,1.5,9.1,3
1283,196,VC Côte de Jenkin Road,0,0.8,10.8,4
1285,34,Côte de Campagnette,0,1,6.5,4
1285,117.5,Mont Noir,0,1.3,5.7,4
1287,107.5,Côte de Coucy-le-Château-Auffrique,0,0.9,6.2,4
1287,157,Côte de Roucy,0,1.5,6.2,4
1288,217.5,Côte de Maron,0,3.2,5,4
1288,229,Côte de Boufflers,0,1.3,7.9,4
1289,142,Col de la Croix des Moinats,891,7.6,6,2
1289,150,Col de Grosse Pierre,901,3,7.5,2
1289,161,Côte de La Mauselaine,0,1.8,10.3,3
1290,11.5,Col de la Schlucht,1140,8.6,4.5,2
1290,41,Col du Wettstein,0,7.7,4.1,3
1290,70,Côte des Cinq Châteaux,0,4.5,6.1,3
1290,86,Côte de Gueberschwihr,559,4.1,7.9,2
1290,120,Le Markstein,1183,10.8,5.4,1
1290,127,Grand Ballon,0,1.4,8.6,3
1291,30.5,Col du Firstplan,722,8.3,5.4,2
1291,54.5,Petit Ballon,1163,9.3,8.1,1
1291,71.5,Col du Platzerwasel,1193,7.1,8.4,1
1291,103.5,Col d'Oderen,884,6.7,6.1,2
1291,125.5,Col des Croix,0,3.2,6.2,3
1291,143.5,Col des Chevrères,914,3.5,9.5,1
1291,161.5,La Planche des Belles Filles,1035,5.9,8.5,1
1292,141,Côte de Rogna,0,7.6,4.9,3
1292,148.5,Côte de Choux,0,1.7,6.5,3
1292,152.5,Côte de Désertin,0,3.1,5.2,4
1292,168,Côte d'Échallon,0,3,6.6,3
1293,58.5,Col de Brouilly,0,1.7,5.1,4
1293,83,Côte du Saule-d'Oingt,0,3.8,4.5,3
1293,138,Col des Brosses,0,15.3,3.3,3
1293,164,Côte de Grammond,0,9.8,2.9,4
1294,24,Col de la Croix de Montvieux,0,8,4.1,3
1294,152,Col de Palaquit (D57-D512),1154,14.1,6.1,1
1294,197.5,Montée de Chamrousse,1730,18.2,7.3,H
1295,82,Col du Lautaret,2058,34,3.9,1
1295,132.5,Col d'Izoard - Souvenir Henri Desgrange,2360,19,6,H
1295,177,Montée de Risoul,1855,12.6,6.9,1
1297,25,Côte de Fanjeaux,0,2.4,4.9,4
1297,71.5,Côte de Pamiers,0,2.5,5.4,4
1297,155,Col de Portet-d'Aspet,1069,5.4,6.9,2
1297,176.5,Col des Ares,0,6,5.2,3
1297,216,Port de Balès,1755,11.7,7.7,H
1298,57.5,Col du Portillon,1292,8.3,7.1,1
1298,82,Col de Peyresourde,1569,13.2,7,1
1298,102.5,Col de Val Louron-Azet,1580,7.4,8.3,1
1298,124.5,Montée de Saint-Lary Pla d'Adet,1680,10.2,8.3,H
1299,28,Côte de Bénéjacq,0,2.6,6.7,3
1299,56,Côte de Loucrup,0,2,7,3
1299,95.5,Col du Tourmalet - Souvenir Jacques Goddet,2115,17.1,7.3,H
1299,145.5,Montée du Hautacam,1520,13.6,7.8,H
1300,195.5,Côte de Monbazillac,0,1.3,7.6,4
1302,31,Côte de Briis-sous-Forges,0,0,0,4
1303,68,Côte de Cray,0,1.6,7.1,4
1303,103.5,Côte de Buttertubs,0,4.5,6.8,3
1303,129.5,Côte de Griton Moor,0,3,6.6,3
1304,47,Côte de Blubberhouses,0,1.8,6.1,4
1304,85,Côte d'Oxenhope Moor,0,3.1,6.4,3
1304,112.5,VC Côte de Ripponden,0,1.3,8.6,3
1304,119.5,Côte de Greetland,0,1.6,6.7,3
1304,143.5,Côte de Holme Moss,0,4.7,7,2
1304,167,Côte de Midhopestones,0,2.5,6.1,3
1304,175,Côte de Bradfield,0,1,7.4,4
1304,182,Côte d'Oughtibridge,0,1.5,9.1,3
1304,196,VC Côte de Jenkin Road,0,0.8,10.8,4
1306,34,Côte de Campagnette,0,1,6.5,4
1306,117.5,Mont Noir,0,1.3,5.7,4
1308,107.5,Côte de Coucy-le-Château-Auffrique,0,0.9,6.2,4
1308,157,Côte de Roucy,0,1.5,6.2,4
1309,217.5,Côte de Maron,0,3.2,5,4
1309,229,Côte de Boufflers,0,1.3,7.9,4
1310,142,Col de la Croix des Moinats,891,7.6,6,2
1310,150,Col de Grosse Pierre,901,3,7.5,2
1310,161,Côte de La Mauselaine,0,1.8,10.3,3
1311,11.5,Col de la Schlucht,1140,8.6,4.5,2
1311,41,Col du Wettstein,0,7.7,4.1,3
1311,70,Côte des Cinq Châteaux,0,4.5,6.1,3
1311,86,Côte de Gueberschwihr,559,4.1,7.9,2
1311,120,Le Markstein,1183,10.8,5.4,1
1311,127,Grand Ballon,0,1.4,8.6,3
1312,30.5,Col du Firstplan,722,8.3,5.4,2
1312,54.5,Petit Ballon,1163,9.3,8.1,1
1312,71.5,Col du Platzerwasel,1193,7.1,8.4,1
1312,103.5,Col d'Oderen,884,6.7,6.1,2
1312,125.5,Col des Croix,0,3.2,6.2,3
1312,143.5,Col des Chevrères,914,3.5,9.5,1
1312,161.5,La Planche des Belles Filles,1035,5.9,8.5,1
1313,141,Côte de Rogna,0,7.6,4.9,3
1313,148.5,Côte de Choux,0,1.7,6.5,3
1313,152.5,Côte de Désertin,0,3.1,5.2,4
1313,168,Côte d'Échallon,0,3,6.6,3
1314,58.5,Col de Brouilly,0,1.7,5.1,4
1314,83,Côte du Saule-d'Oingt,0,3.8,4.5,3
1314,138,Col des Brosses,0,15.3,3.3,3
1314,164,Côte de Grammond,0,9.8,2.9,4
1315,24,Col de la Croix de Montvieux,0,8,4.1,3
1315,152,Col de Palaquit (D57-D512),1154,14.1,6.1,1
1315,197.5,Montée de Chamrousse,1730,18.2,7.3,H
1316,82,Col du Lautaret,2058,34,3.9,1
1316,132.5,Col d'Izoard - Souvenir Henri Desgrange,2360,19,6,H
1316,177,Montée de Risoul,1855,12.6,6.9,1
1318,25,Côte de Fanjeaux,0,2.4,4.9,4
1318,71.5,Côte de Pamiers,0,2.5,5.4,4
1318,155,Col de Portet-d'Aspet,1069,5.4,6.9,2
1318,176.5,Col des Ares,0,6,5.2,3
1318,216,Port de Balès,1755,11.7,7.7,H
1319,57.5,Col du Portillon,1292,8.3,7.1,1
1319,82,Col de Peyresourde,1569,13.2,7,1
1319,102.5,Col de Val Louron-Azet,1580,7.4,8.3,1
1319,124.5,Montée de Saint-Lary Pla d'Adet,1680,10.2,8.3,H
1320,28,Côte de Bénéjacq,0,2.6,6.7,3
1320,56,Côte de Loucrup,0,2,7,3
1320,95.5,Col du Tourmalet - Souvenir Jacques Goddet,2115,17.1,7.3,H
1320,145.5,Montée du Hautacam,1520,13.6,7.8,H
1321,195.5,Côte de Monbazillac,0,1.3,7.6,4
1323,31,Côte de Briis-sous-Forges,0,0,0,4
1324,68,Côte de Cray,0,1.6,7.1,4
1324,103.5,Côte de Buttertubs,0,4.5,6.8,3
1324,129.5,Côte de Griton Moor,0,3,6.6,3
1325,47,Côte de Blubberhouses,0,1.8,6.1,4
1325,85,Côte d'Oxenhope Moor,0,3.1,6.4,3
1325,112.5,VC Côte de Ripponden,0,1.3,8.6,3
1325,119.5,Côte de Greetland,0,1.6,6.7,3
1325,143.5,Côte de Holme Moss,0,4.7,7,2
1325,167,Côte de Midhopestones,0,2.5,6.1,3
1325,175,Côte de Bradfield,0,1,7.4,4
1325,182,Côte d'Oughtibridge,0,1.5,9.1,3
1325,196,VC Côte de Jenkin Road,0,0.8,10.8,4
1327,34,Côte de Campagnette,0,1,6.5,4
1327,117.5,Mont Noir,0,1.3,5.7,4
1329,107.5,Côte de Coucy-le-Château-Auffrique,0,0.9,6.2,4
1329,157,Côte de Roucy,0,1.5,6.2,4
1330,217.5,Côte de Maron,0,3.2,5,4
1330,229,Côte de Boufflers,0,1.3,7.9,4
1331,142,Col de la Croix des Moinats,891,7.6,6,2
1331,150,Col de Grosse Pierre,901,3,7.5,2
1331,161,Côte de La Mauselaine,0,1.8,10.3,3
1332,11.5,Col de la Schlucht,1140,8.6,4.5,2
1332,41,Col du Wettstein,0,7.7,4.1,3
1332,70,Côte des Cinq Châteaux,0,4.5,6.1,3
